"Site.Name","Date","PM2.5","Ozone"
"Pitt Agri. Center",2019-04-18,27,48
"West Johnston Co.",2019-04-18,32,48
"Bryson City",2019-04-19,17,38
"Castle Hayne",2019-04-19,48,39
"Clemmons Middle",2019-04-19,37,35
"Durham Armory",2019-04-19,8,35
"Frying Pan Mountain",2019-04-19,NA,43
"Garinger High School",2019-04-19,28,35
"Hattie Avenue",2019-04-19,30,36
"Leggett",2019-04-19,25,36
"Linville Falls",2019-04-19,NA,41
"Mendenhall School",2019-04-19,22,35
"Millbrook School",2019-04-19,29.5,36
"Pitt Agri. Center",2019-04-19,23,37
"West Johnston Co.",2019-04-19,24,34
"Bryson City",2019-04-20,8,31
"Castle Hayne",2019-04-20,4,41
"Clemmons Middle",2019-04-20,14,31
"Durham Armory",2019-04-20,13,34
"Frying Pan Mountain",2019-04-20,NA,34
"Garinger High School",2019-04-20,14,31
"Hattie Avenue",2019-04-20,13,31
"Leggett",2019-04-20,13,39
"Linville Falls",2019-04-20,NA,29
"Mendenhall School",2019-04-20,4,34
"Millbrook School",2019-04-20,25,36
"Pitt Agri. Center",2019-04-20,11,42
"West Johnston Co.",2019-04-20,12,37
"Bryson City",2019-04-21,11,49
"Castle Hayne",2019-04-21,5,32
"Clemmons Middle",2019-04-21,11,32
"Durham Armory",2019-04-21,12,26
"Frying Pan Mountain",2019-04-21,NA,49
"Garinger High School",2019-04-21,23,35
"Hattie Avenue",2019-04-21,10,34
"Leggett",2019-04-21,9,30
"Linville Falls",2019-04-21,NA,34
"Mendenhall School",2019-04-21,7,31
"Millbrook School",2019-04-21,20.6666666666667,31
"Pitt Agri. Center",2019-04-21,9,33
"West Johnston Co.",2019-04-21,13,28
"Bryson City",2019-04-22,14,40
"Castle Hayne",2019-04-22,7,37
"Clemmons Middle",2019-04-22,19,44
"Durham Armory",2019-04-22,15,36
"Frying Pan Mountain",2019-04-22,NA,49
"Garinger High School",2019-04-22,22,47
"Hattie Avenue",2019-04-22,16,45
"Leggett",2019-04-22,12,38
"Linville Falls",2019-04-22,NA,43
"Mendenhall School",2019-04-22,10,42
"Millbrook School",2019-04-22,26.5,40
"Pitt Agri. Center",2019-04-22,18,40
"West Johnston Co.",2019-04-22,17,43
"Bryson City",2019-04-23,27,45
"Castle Hayne",2019-04-23,15,51
"Clemmons Middle",2019-04-23,36,46
"Durham Armory",2019-04-23,27,44
"Frying Pan Mountain",2019-04-23,NA,48
"Garinger High School",2019-04-23,31,47
"Hattie Avenue",2019-04-23,28,47
"Leggett",2019-04-23,23,50
"Linville Falls",2019-04-23,NA,44
"Mendenhall School",2019-04-23,28,64
"Millbrook School",2019-04-23,50.5,49
"Pitt Agri. Center",2019-04-23,28,51
"West Johnston Co.",2019-04-23,34,54
"Bryson City",2019-04-24,35,45
"Castle Hayne",2019-04-24,20,61
"Clemmons Middle",2019-04-24,46,54
"Durham Armory",2019-04-24,51.5,61
"Frying Pan Mountain",2019-04-24,NA,49
"Garinger High School",2019-04-24,40,50
"Hattie Avenue",2019-04-24,33,58
"Leggett",2019-04-24,41,49
"Linville Falls",2019-04-24,NA,44
"Mendenhall School",2019-04-24,32,58
"Millbrook School",2019-04-24,46,58
"Pitt Agri. Center",2019-04-24,38,61
"West Johnston Co.",2019-04-24,52,51
"Bryson City",2019-04-25,38,42
"Castle Hayne",2019-04-25,33,54
"Clemmons Middle",2019-04-25,66,41
"Durham Armory",2019-04-25,53,48
"Frying Pan Mountain",2019-04-25,NA,49
"Garinger High School",2019-04-25,53,42
"Hattie Avenue",2019-04-25,49,45
"Leggett",2019-04-25,56,71
"Linville Falls",2019-04-25,NA,44
"Mendenhall School",2019-04-25,50,50
"Millbrook School",2019-04-25,65.5,61
"Pitt Agri. Center",2019-04-25,57,67
"West Johnston Co.",2019-04-25,56,48
"Bryson City",2019-04-26,21,54
"Castle Hayne",2019-04-26,20,46
"Clemmons Middle",2019-04-26,49,43
"Durham Armory",2019-04-26,34,40
"Frying Pan Mountain",2019-04-26,NA,61
"Garinger High School",2019-04-26,43,44
"Hattie Avenue",2019-04-26,39,43
"Leggett",2019-04-26,34,43
"Linville Falls",2019-04-26,NA,50
"Mendenhall School",2019-04-26,31,43
"Millbrook School",2019-04-26,40.5,44
"Pitt Agri. Center",2019-04-26,31,43
"West Johnston Co.",2019-04-26,26,44
"Bryson City",2019-04-27,23,61
"Castle Hayne",2019-04-27,17,64
"Clemmons Middle",2019-04-27,35,49
"Durham Armory",2019-04-27,18,51
"Frying Pan Mountain",2019-04-27,NA,64
"Garinger High School",2019-04-27,29,54
"Hattie Avenue",2019-04-27,23.5,50
"Leggett",2019-04-27,25,50
"Linville Falls",2019-04-27,NA,54
"Mendenhall School",2019-04-27,21,58
"Millbrook School",2019-04-27,32.6666666666667,51
"Pitt Agri. Center",2019-04-27,24.5,54
"West Johnston Co.",2019-04-27,38,50
"Bryson City",2019-04-28,31,58
"Castle Hayne",2019-04-28,22,61
"Clemmons Middle",2019-04-28,52,48
"Durham Armory",2019-04-28,42,48
"Frying Pan Mountain",2019-04-28,NA,64
"Garinger High School",2019-04-28,40.6666666666667,48
"Hattie Avenue",2019-04-28,39,48
"Leggett",2019-04-28,45,48
"Linville Falls",2019-04-28,NA,51
"Mendenhall School",2019-04-28,38,51
"Millbrook School",2019-04-28,56,49
"Pitt Agri. Center",2019-04-28,45,51
"West Johnston Co.",2019-04-28,51,47
"Bryson City",2019-04-29,43,49
"Castle Hayne",2019-04-29,31,43
"Clemmons Middle",2019-04-29,48,35
"Durham Armory",2019-04-29,38,35
"Frying Pan Mountain",2019-04-29,NA,51
"Garinger High School",2019-04-29,47,39
"Hattie Avenue",2019-04-29,36,36
"Leggett",2019-04-29,27,33
"Linville Falls",2019-04-29,NA,42
"Mendenhall School",2019-04-29,25,35
"Millbrook School",2019-04-29,46,37
"Pitt Agri. Center",2019-04-29,39,36
"West Johnston Co.",2019-04-29,39,40
"Bryson City",2019-04-30,49,50
"Castle Hayne",2019-04-30,17,46
"Clemmons Middle",2019-04-30,69,71
"Durham Armory",2019-04-30,45,48
"Frying Pan Mountain",2019-04-30,NA,50
"Garinger High School",2019-04-30,49.3333333333333,58
"Hattie Avenue",2019-04-30,56,74
"Leggett",2019-04-30,41,49
"Linville Falls",2019-04-30,NA,54
"Mendenhall School",2019-04-30,51,77
"Millbrook School",2019-04-30,52.3333333333333,51
"Pitt Agri. Center",2019-04-30,36.5,51
"West Johnston Co.",2019-04-30,48,47
"Bryson City",2019-05-01,40,38
"Castle Hayne",2019-05-01,2,32
"Clemmons Middle",2019-05-01,58,44
"Durham Armory",2019-05-01,53,40
"Frying Pan Mountain",2019-05-01,NA,34
"Garinger High School",2019-05-01,37.5,33
"Hattie Avenue",2019-05-01,48,46
"Leggett",2019-05-01,33,44
"Linville Falls",2019-05-01,NA,42
"Mendenhall School",2019-05-01,41,39
"Millbrook School",2019-05-01,47,41
"Pitt Agri. Center",2019-05-01,30,44
"West Johnston Co.",2019-05-01,31,39
"Bryson City",2019-05-02,33,38
"Castle Hayne",2019-05-02,13,41
"Clemmons Middle",2019-05-02,51,45
"Durham Armory",2019-05-02,28,42
"Frying Pan Mountain",2019-05-02,NA,41
"Garinger High School",2019-05-02,28,44
"Hattie Avenue",2019-05-02,39,46
"Leggett",2019-05-02,34,44
"Linville Falls",2019-05-02,NA,36
"Mendenhall School",2019-05-02,32,44
"Millbrook School",2019-05-02,38.5,45
"Pitt Agri. Center",2019-05-02,32,44
"West Johnston Co.",2019-05-02,33,43
"Bryson City",2019-05-03,30,26
"Castle Hayne",2019-05-03,0,22
"Clemmons Middle",2019-05-03,44,36
"Durham Armory",2019-05-03,27,31
"Frying Pan Mountain",2019-05-03,NA,47
"Garinger High School",2019-05-03,21.6666666666667,31
"Hattie Avenue",2019-05-03,32,37
"Leggett",2019-05-03,28,31
"Linville Falls",2019-05-03,NA,33
"Mendenhall School",2019-05-03,28,34
"Millbrook School",2019-05-03,35,31
"Pitt Agri. Center",2019-05-03,25,26
"West Johnston Co.",2019-05-03,28,25
"Bryson City",2019-05-04,27,25
"Castle Hayne",2019-05-04,5,31
"Clemmons Middle",2019-05-04,41,36
"Durham Armory",2019-05-04,20,38
"Frying Pan Mountain",2019-05-04,NA,42
"Garinger High School",2019-05-04,26,33
"Hattie Avenue",2019-05-04,33,40
"Leggett",2019-05-04,26,36
"Linville Falls",2019-05-04,NA,38
"Mendenhall School",2019-05-04,26,44
"Millbrook School",2019-05-04,36,41
"Pitt Agri. Center",2019-05-04,22,38
"West Johnston Co.",2019-05-04,29,33
"Bryson City",2019-05-05,12,37
"Castle Hayne",2019-05-05,22,31
"Clemmons Middle",2019-05-05,21,28
"Durham Armory",2019-05-05,10,26
"Frying Pan Mountain",2019-05-05,NA,41
"Garinger High School",2019-05-05,15,27
"Hattie Avenue",2019-05-05,18,29
"Leggett",2019-05-05,21,30
"Linville Falls",2019-05-05,NA,31
"Mendenhall School",2019-05-05,13,27
"Millbrook School",2019-05-05,27,30
"Pitt Agri. Center",2019-05-05,22,35
"West Johnston Co.",2019-05-05,18,31
"Bryson City",2019-05-06,14,41
"Castle Hayne",2019-05-06,0,37
"Clemmons Middle",2019-05-06,24,44
"Durham Armory",2019-05-06,10,35
"Frying Pan Mountain",2019-05-06,NA,39
"Garinger High School",2019-05-06,21.6666666666667,46
"Hattie Avenue",2019-05-06,20.5,45
"Leggett",2019-05-06,13,36
"Linville Falls",2019-05-06,NA,44
"Mendenhall School",2019-05-06,7,42
"Millbrook School",2019-05-06,23,41
"Pitt Agri. Center",2019-05-06,10,41
"West Johnston Co.",2019-05-06,14,39
"Bryson City",2019-05-07,26,42
"Castle Hayne",2019-05-07,0,45
"Clemmons Middle",2019-05-07,35,43
"Durham Armory",2019-05-07,26,48
"Frying Pan Mountain",2019-05-07,NA,47
"Garinger High School",2019-05-07,27,43
"Hattie Avenue",2019-05-07,29,45
"Leggett",2019-05-07,16,47
"Linville Falls",2019-05-07,NA,43
"Mendenhall School",2019-05-07,26,45
"Millbrook School",2019-05-07,37.5,48
"Pitt Agri. Center",2019-05-07,NA,46
"West Johnston Co.",2019-05-07,27,48
"Castle Hayne",2019-05-08,0,44
"Clemmons Middle",2019-05-08,39,44
"Durham Armory",2019-05-08,28,43
"Frying Pan Mountain",2019-05-08,NA,43
"Garinger High School",2019-05-08,30,42
"Hattie Avenue",2019-05-08,31,46
"Leggett",2019-05-08,17,48
"Linville Falls",2019-05-08,NA,44
"Mendenhall School",2019-05-08,34,44
"Millbrook School",2019-05-08,41,46
"Pitt Agri. Center",2019-05-08,NA,49
"West Johnston Co.",2019-05-08,25,48
"Bryson City",2019-05-09,34,37
"Castle Hayne",2019-05-09,0,44
"Clemmons Middle",2019-05-09,29,40
"Durham Armory",2019-05-09,10,45
"Frying Pan Mountain",2019-05-09,NA,44
"Garinger High School",2019-05-09,17.3333333333333,38
"Hattie Avenue",2019-05-09,24,43
"Leggett",2019-05-09,17,46
"Linville Falls",2019-05-09,NA,44
"Mendenhall School",2019-05-09,22,44
"Millbrook School",2019-05-09,33,46
"Pitt Agri. Center",2019-05-09,15,45
"West Johnston Co.",2019-05-09,30,44
"Bryson City",2019-05-10,30,35
"Castle Hayne",2019-05-10,0,40
"Clemmons Middle",2019-05-10,28,36
"Durham Armory",2019-05-10,16,37
"Frying Pan Mountain",2019-05-10,NA,41
"Garinger High School",2019-05-10,20,27
"Hattie Avenue",2019-05-10,25,37
"Leggett",2019-05-10,22,43
"Linville Falls",2019-05-10,NA,32
"Mendenhall School",2019-05-10,18,38
"Millbrook School",2019-05-10,34.5,39
"Pitt Agri. Center",2019-05-10,16,44
"West Johnston Co.",2019-05-10,39,39
"Bryson City",2019-05-11,16,20
"Castle Hayne",2019-05-11,0,35
"Clemmons Middle",2019-05-11,30,25
"Durham Armory",2019-05-11,18,32
"Frying Pan Mountain",2019-05-11,NA,39
"Garinger High School",2019-05-11,19,32
"Hattie Avenue",2019-05-11,30,25
"Leggett",2019-05-11,28,37
"Linville Falls",2019-05-11,NA,28
"Mendenhall School",2019-05-11,25,28
"Millbrook School",2019-05-11,39.5,41
"Pitt Agri. Center",2019-05-11,18,38
"West Johnston Co.",2019-05-11,44,38
"Bryson City",2019-05-12,8,32
"Castle Hayne",2019-05-12,0,33
"Clemmons Middle",2019-05-12,24,30
"Durham Armory",2019-05-12,11,30
"Frying Pan Mountain",2019-05-12,NA,39
"Garinger High School",2019-05-12,18,32
"Hattie Avenue",2019-05-12,22.5,30
"Leggett",2019-05-12,22,35
"Linville Falls",2019-05-12,NA,32
"Mendenhall School",2019-05-12,18,32
"Millbrook School",2019-05-12,32.5,34
"Pitt Agri. Center",2019-05-12,20,33
"West Johnston Co.",2019-05-12,25,31
"Bryson City",2019-05-13,15,38
"Castle Hayne",2019-05-13,3,35
"Clemmons Middle",2019-05-13,17,38
"Durham Armory",2019-05-13,12,31
"Frying Pan Mountain",2019-05-13,NA,40
"Garinger High School",2019-05-13,15,38
"Hattie Avenue",2019-05-13,18,36
"Leggett",2019-05-13,21,24
"Linville Falls",2019-05-13,NA,36
"Mendenhall School",2019-05-13,10,38
"Millbrook School",2019-05-13,30.5,31
"Pitt Agri. Center",2019-05-13,NA,31
"West Johnston Co.",2019-05-13,24,32
"Bryson City",2019-05-14,20,46
"Castle Hayne",2019-05-14,0,41
"Clemmons Middle",2019-05-14,19,42
"Durham Armory",2019-05-14,15,39
"Frying Pan Mountain",2019-05-14,NA,49
"Garinger High School",2019-05-14,18,44
"Hattie Avenue",2019-05-14,19,41
"Leggett",2019-05-14,12,36
"Linville Falls",2019-05-14,NA,42
"Mendenhall School",2019-05-14,11,41
"Millbrook School",2019-05-14,24.5,41
"Pitt Agri. Center",2019-05-14,NA,39
"West Johnston Co.",2019-05-14,15,41
"Bryson City",2019-05-15,25,39
"Castle Hayne",2019-05-15,10,44
"Clemmons Middle",2019-05-15,26.5,46
"Durham Armory",2019-05-15,20,45
"Frying Pan Mountain",2019-05-15,NA,51
"Garinger High School",2019-05-15,27.3333333333333,46
"Hattie Avenue",2019-05-15,25,48
"Leggett",2019-05-15,24,43
"Linville Falls",2019-05-15,NA,43
"Mendenhall School",2019-05-15,20,50
"Millbrook School",2019-05-15,34.5,47
"Pitt Agri. Center",2019-05-15,23,44
"West Johnston Co.",2019-05-15,30,46
"Bryson City",2019-05-16,28,49
"Castle Hayne",2019-05-16,11,50
"Clemmons Middle",2019-05-16,37,51
"Durham Armory",2019-05-16,30,58
"Frying Pan Mountain",2019-05-16,NA,54
"Garinger High School",2019-05-16,36,58
"Hattie Avenue",2019-05-16,38,51
"Leggett",2019-05-16,38,50
"Linville Falls",2019-05-16,NA,47
"Mendenhall School",2019-05-16,28,67
"Millbrook School",2019-05-16,47,61
"Pitt Agri. Center",2019-05-16,NA,71
"West Johnston Co.",2019-05-16,52,54
"Bryson City",2019-05-17,41,44
"Castle Hayne",2019-05-17,37,54
"Clemmons Middle",2019-05-17,48,51
"Durham Armory",2019-05-17,47,61
"Frying Pan Mountain",2019-05-17,NA,58
"Garinger High School",2019-05-17,46,74
"Hattie Avenue",2019-05-17,48,48
"Leggett",2019-05-17,47,54
"Linville Falls",2019-05-17,NA,46
"Mendenhall School",2019-05-17,46,61
"Millbrook School",2019-05-17,59,64
"Pitt Agri. Center",2019-05-17,NA,64
"West Johnston Co.",2019-05-17,58,49
"Bryson City",2019-05-18,51,44
"Castle Hayne",2019-05-18,40,54
"Clemmons Middle",2019-05-18,55,50
"Durham Armory",2019-05-18,48,61
"Frying Pan Mountain",2019-05-18,NA,54
"Garinger High School",2019-05-18,46,64
"Hattie Avenue",2019-05-18,46,61
"Leggett",2019-05-18,51,64
"Linville Falls",2019-05-18,NA,48
"Mendenhall School",2019-05-18,39,77
"Millbrook School",2019-05-18,57.5,80
"Pitt Agri. Center",2019-05-18,51.5,67
"West Johnston Co.",2019-05-18,57,80
"Bryson City",2019-05-19,53,49
"Castle Hayne",2019-05-19,19,36
"Clemmons Middle",2019-05-19,58,46
"Durham Armory",2019-05-19,53,49
"Frying Pan Mountain",2019-05-19,NA,49
"Garinger High School",2019-05-19,48,46
"Hattie Avenue",2019-05-19,55,49
"Leggett",2019-05-19,54,58
"Linville Falls",2019-05-19,NA,46
"Mendenhall School",2019-05-19,52,48
"Millbrook School",2019-05-19,57.5,54
"Pitt Agri. Center",2019-05-19,51,54
"West Johnston Co.",2019-05-19,41,49
"Bryson City",2019-05-20,43,45
"Castle Hayne",2019-05-20,3,36
"Clemmons Middle",2019-05-20,46,44
"Durham Armory",2019-05-20,28,44
"Frying Pan Mountain",2019-05-20,NA,48
"Garinger High School",2019-05-20,37,44
"Hattie Avenue",2019-05-20,42,45
"Leggett",2019-05-20,42,44
"Linville Falls",2019-05-20,NA,45
"Mendenhall School",2019-05-20,38,49
"Millbrook School",2019-05-20,51,46
"Pitt Agri. Center",2019-05-20,30,44
"West Johnston Co.",2019-05-20,54,43
"Bryson City",2019-05-21,28,44
"Castle Hayne",2019-05-21,23,44
"Clemmons Middle",2019-05-21,33,58
"Durham Armory",2019-05-21,27.5,47
"Frying Pan Mountain",2019-05-21,NA,67
"Garinger High School",2019-05-21,37,74
"Hattie Avenue",2019-05-21,30,77
"Leggett",2019-05-21,36,49
"Linville Falls",2019-05-21,NA,46
"Mendenhall School",2019-05-21,25,61
"Millbrook School",2019-05-21,31.5,48
"Pitt Agri. Center",2019-05-21,30.5,50
"West Johnston Co.",2019-05-21,32,61
"Bryson City",2019-05-22,43,45
"Castle Hayne",2019-05-22,15,47
"Clemmons Middle",2019-05-22,44,47
"Durham Armory",2019-05-22,28,46
"Frying Pan Mountain",2019-05-22,NA,40
"Garinger High School",2019-05-22,54,42
"Hattie Avenue",2019-05-22,39,50
"Leggett",2019-05-22,23,46
"Linville Falls",2019-05-22,NA,42
"Mendenhall School",2019-05-22,33,49
"Millbrook School",2019-05-22,33,50
"Pitt Agri. Center",2019-05-22,21,47
"West Johnston Co.",2019-05-22,NA,49
"Bryson City",2019-05-23,52,38
"Castle Hayne",2019-05-23,6,45
"Clemmons Middle",2019-05-23,52,41
"Durham Armory",2019-05-23,41,38
"Frying Pan Mountain",2019-05-23,NA,43
"Garinger High School",2019-05-23,43,35
"Hattie Avenue",2019-05-23,48,40
"Leggett",2019-05-23,45,44
"Linville Falls",2019-05-23,NA,40
"Mendenhall School",2019-05-23,48,45
"Millbrook School",2019-05-23,23,41
"Pitt Agri. Center",2019-05-23,32,46
"West Johnston Co.",2019-05-23,51,40
"Bryson City",2019-05-24,NA,41
"Castle Hayne",2019-05-24,22,47
"Clemmons Middle",2019-05-24,52,36
"Durham Armory",2019-05-24,50.5,41
"Frying Pan Mountain",2019-05-24,NA,47
"Garinger High School",2019-05-24,52,48
"Hattie Avenue",2019-05-24,50,37
"Leggett",2019-05-24,53,44
"Linville Falls",2019-05-24,NA,40
"Mendenhall School",2019-05-24,NA,43
"Millbrook School",2019-05-24,40.6666666666667,47
"Pitt Agri. Center",2019-05-24,47,50
"West Johnston Co.",2019-05-24,55,50
"Bryson City",2019-05-25,NA,40
"Castle Hayne",2019-05-25,15,64
"Clemmons Middle",2019-05-25,58,43
"Durham Armory",2019-05-25,44,80
"Frying Pan Mountain",2019-05-25,NA,43
"Garinger High School",2019-05-25,58,58
"Hattie Avenue",2019-05-25,56,47
"Leggett",2019-05-25,33,58
"Linville Falls",2019-05-25,NA,39
"Mendenhall School",2019-05-25,NA,50
"Millbrook School",2019-05-25,46,74
"Pitt Agri. Center",2019-05-25,28,58
"West Johnston Co.",2019-05-25,46,67
"Bryson City",2019-05-26,NA,43
"Castle Hayne",2019-05-26,45,44
"Clemmons Middle",2019-05-26,49,40
"Durham Armory",2019-05-26,50,45
"Frying Pan Mountain",2019-05-26,NA,46
"Garinger High School",2019-05-26,54,44
"Hattie Avenue",2019-05-26,48,41
"Leggett",2019-05-26,49,45
"Linville Falls",2019-05-26,NA,43
"Mendenhall School",2019-05-26,NA,44
"Millbrook School",2019-05-26,52.5,48
"Pitt Agri. Center",2019-05-26,47,47
"West Johnston Co.",2019-05-26,53,46
"Bryson City",2019-05-27,NA,42
"Castle Hayne",2019-05-27,24,45
"Clemmons Middle",2019-05-27,37,38
"Durham Armory",2019-05-27,29,45
"Frying Pan Mountain",2019-05-27,NA,44
"Garinger High School",2019-05-27,52.6666666666667,43
"Hattie Avenue",2019-05-27,31.5,42
"Leggett",2019-05-27,NA,44
"Linville Falls",2019-05-27,NA,45
"Mendenhall School",2019-05-27,NA,44
"Millbrook School",2019-05-27,39.6666666666667,49
"Pitt Agri. Center",2019-05-27,42,44
"West Johnston Co.",2019-05-27,45,46
"Bryson City",2019-05-28,30,36
"Castle Hayne",2019-05-28,52,51
"Clemmons Middle",2019-05-28,53,45
"Durham Armory",2019-05-28,48,50
"Frying Pan Mountain",2019-05-28,NA,41
"Garinger High School",2019-05-28,53,51
"Hattie Avenue",2019-05-28,51,45
"Leggett",2019-05-28,NA,50
"Linville Falls",2019-05-28,NA,37
"Mendenhall School",2019-05-28,NA,71
"Millbrook School",2019-05-28,57,64
"Pitt Agri. Center",2019-05-28,46,61
"West Johnston Co.",2019-05-28,54,54
"Bryson City",2019-05-29,48,42
"Castle Hayne",2019-05-29,49,64
"Clemmons Middle",2019-05-29,45,37
"Durham Armory",2019-05-29,48,44
"Frying Pan Mountain",2019-05-29,NA,46
"Hattie Avenue",2019-05-29,44,NA
"Leggett",2019-05-29,NA,46
"Linville Falls",2019-05-29,NA,35
"Mendenhall School",2019-05-29,38,43
"Millbrook School",2019-05-29,49.5,46
"Pitt Agri. Center",2019-05-29,59,50
"West Johnston Co.",2019-05-29,47,48
"Bryson City",2019-05-30,48,45
"Castle Hayne",2019-05-30,52,48
"Clemmons Middle",2019-05-30,51,58
"Durham Armory",2019-05-30,48,58
"Frying Pan Mountain",2019-05-30,NA,44
"Garinger High School",2019-05-30,55,47
"Hattie Avenue",2019-05-30,46.5,61
"Leggett",2019-05-30,NA,64
"Linville Falls",2019-05-30,NA,46
"Mendenhall School",2019-05-30,48,67
"Millbrook School",2019-05-30,56,61
"Pitt Agri. Center",2019-05-30,55.5,77
"West Johnston Co.",2019-05-30,58,48
"Bryson City",2019-05-31,32,47
"Castle Hayne",2019-05-31,43,43
"Clemmons Middle",2019-05-31,40,39
"Durham Armory",2019-05-31,48,44
"Frying Pan Mountain",2019-05-31,NA,50
"Garinger High School",2019-05-31,NA,61
"Hattie Avenue",2019-05-31,NA,43
"Leggett",2019-05-31,NA,44
"Linville Falls",2019-05-31,NA,43
"Mendenhall School",2019-05-31,35,45
"Millbrook School",2019-05-31,53.5,54
"Pitt Agri. Center",2019-05-31,56,54
"West Johnston Co.",2019-05-31,58,58
"Bryson City",2019-06-01,45,50
"Castle Hayne",2019-06-01,14,49
"Clemmons Middle",2019-06-01,40,46
"Durham Armory",2019-06-01,28,47
"Frying Pan Mountain",2019-06-01,NA,64
"Garinger High School",2019-06-01,NA,61
"Hattie Avenue",2019-06-01,NA,51
"Leggett",2019-06-01,29,47
"Linville Falls",2019-06-01,NA,48
"Mendenhall School",2019-06-01,34,48
"Millbrook School",2019-06-01,30,49
"Pitt Agri. Center",2019-06-01,25,45
"West Johnston Co.",2019-06-01,35,42
"Bryson City",2019-06-02,50,51
"Castle Hayne",2019-06-02,26,61
"Clemmons Middle",2019-06-02,47,50
"Durham Armory",2019-06-02,46,64
"Frying Pan Mountain",2019-06-02,NA,54
"Garinger High School",2019-06-02,53,80
"Hattie Avenue",2019-06-02,43,54
"Leggett",2019-06-02,41,67
"Linville Falls",2019-06-02,NA,58
"Mendenhall School",2019-06-02,42,67
"Millbrook School",2019-06-02,42.3333333333333,67
"Pitt Agri. Center",2019-06-02,33,87
"West Johnston Co.",2019-06-02,43,64
"Bryson City",2019-06-03,54,7
"Castle Hayne",2019-06-03,40,54
"Clemmons Middle",2019-06-03,56,45
"Durham Armory",2019-06-03,52,46
"Frying Pan Mountain",2019-06-03,NA,51
"Garinger High School",2019-06-03,NA,71
"Hattie Avenue",2019-06-03,NA,46
"Leggett",2019-06-03,46,46
"Linville Falls",2019-06-03,NA,47
"Mendenhall School",2019-06-03,42,45
"Millbrook School",2019-06-03,55,50
"Pitt Agri. Center",2019-06-03,40,50
"West Johnston Co.",2019-06-03,54,48
"Bryson City",2019-06-04,58,50
"Castle Hayne",2019-06-04,16,50
